rcno,rcdt,stus,tin,ptyp,yerr,amount,channel
50000420,2024-01-30,0,100326G,FSS,2023,2370.69,COUNTER
50000421,2024-08-27,0,100326G,FSS,2024,2660.54,BANK
50000422,2025-09-11,0,100326G,FSS,2025,7711.91,DD
50000423,2021-06-03,0,100332G,SSC,2021,473.06,PORTAL
50000424,2022-06-12,0,100332G,SSC,2022,607.29,DD
50000425,2023-10-21,0,100332G,SSC,2023,2056.42,PORTAL
50000426,2024-10-28,0,100332G,SSC,2024,817.06,DD
50000427,2025-06-30,0,100332G,SSC,2025,101.97,PORTAL
50000428,2021-07-07,0,100332G,SA,2021,1218.92,COUNTER
50000429,2022-08-15,0,100332G,SA,2022,1903.94,COUNTER
50000430,2023-06-22,0,100332G,SA,2023,2488.44,COUNTER
50000431,2024-08-05,0,100332G,SA,2024,1747.67,PORTAL
50000432,2025-07-27,0,100332G,SA,2025,3008.27,PORTAL
50000433,2020-08-27,0,100338M,VAT,2020,165.46,BANK
50000434,2021-12-06,0,100338M,VAT,2021,671.57,COUNTER
50000435,2023-01-23,0,100338M,VAT,2022,665.14,PORTAL
50000436,2024-02-02,0,100338M,VAT,2023,2419.08,DD
50000437,2024-10-28,0,100338M,VAT,2024,5889.37,PORTAL
50000438,2025-10-11,0,100338M,VAT,2025,1283.48,DD
50000439,2020-08-11,8,100338M,SA,2020,476.9,COUNTER
50000440,2021-08-09,0,100338M,SA,2021,428.2,COUNTER
50000441,2022-08-02,0,100338M,SA,2022,354.87,COUNTER
50000442,2023-08-09,0,100338M,SA,2023,368.96,PORTAL
50000443,2024-07-27,0,100338M,SA,2024,4402.67,PORTAL
50000444,2025-08-28,0,100338M,SA,2025,2447.86,PORTAL
50000445,2022-06-20,0,100346A,CIT,2022,880.54,DD
50000446,2023-06-26,0,100346A,CIT,2023,2299.31,BANK
50000447,2024-08-24,0,100346A,CIT,2024,3780.69,PORTAL
50000448,2025-08-05,0,100346A,CIT,2025,7996.61,DD
50000449,2022-08-29,0,100346A,SSC,2022,740.58,COUNTER
50000450,2023-03-09,0,100346A,SSC,2023,545.05,BANK
50000451,2024-06-06,0,100346A,SSC,2024,2826.07,PORTAL
50000452,2025-04-11,0,100346A,SSC,2025,863.68,BANK
50000453,2022-06-26,0,100353H,CIT,2022,223.2,COUNTER
50000454,2023-06-12,0,100353H,CIT,2023,2887.22,BANK
50000455,2024-08-06,0,100353H,CIT,2024,2556.61,DD
50000456,2025-06-11,0,100353H,CIT,2025,640.28,COUNTER
50000457,2020-08-07,0,100361B,FSS,2020,718.02,DD
50000458,2021-10-18,0,100361B,FSS,2021,1212.68,BANK
50000459,2022-08-29,0,100361B,FSS,2022,1822.01,COUNTER
50000460,2023-07-02,0,100361B,FSS,2023,1199.43,DD
50000461,2024-10-07,0,100361B,FSS,2024,3736.72,BANK
50000462,2025-08-04,0,100361B,FSS,2025,5360.5,COUNTER
50000463,2024-01-16,0,100361B,VAT,2023,482.86,PORTAL
50000464,2024-12-14,0,100361B,VAT,2024,2333.0,DD
50000465,2025-12-25,0,100361B,VAT,2025,1647.27,COUNTER
50000466,2022-07-19,0,100366G,CIT,2022,203.46,COUNTER
50000467,2023-06-26,0,100366G,CIT,2023,1054.58,BANK
50000468,2024-06-28,0,100366G,CIT,2024,334.91,BANK
50000469,2025-07-25,0,100366G,CIT,2025,6879.59,BANK
50000470,2020-09-12,0,100372B,VAT,2020,2980.33,BANK
50000471,2021-09-07,0,100372B,VAT,2021,169.01,DD
50000472,2022-09-07,8,100372B,VAT,2022,2855.1,COUNTER
50000473,2023-12-24,0,100372B,VAT,2023,2160.89,DD
50000474,2024-10-25,0,100372B,VAT,2024,9749.37,COUNTER
50000475,2025-03-04,0,100372B,VAT,2025,5420.3,BANK
50000476,2021-07-24,8,100372B,CIT,2021,2733.06,PORTAL
50000477,2022-06-26,0,100372B,CIT,2022,1779.21,DD
50000478,2023-06-22,0,100372B,CIT,2023,511.48,COUNTER
50000479,2024-06-12,0,100372B,CIT,2024,4004.47,COUNTER
50000480,2025-08-28,0,100372B,CIT,2025,22699.6,DD
50000481,2023-04-23,0,100372B,SSC,2023,2206.62,PORTAL
50000482,2024-04-21,0,100372B,SSC,2024,5647.63,COUNTER
50000483,2025-10-07,0,100372B,SSC,2025,6441.04,DD
50000484,2022-06-14,0,100372B,CIT,2022,2073.71,PORTAL
50000485,2023-07-13,0,100372B,CIT,2023,1717.6,DD
50000486,2024-06-11,0,100372B,CIT,2024,6134.33,BANK
50000487,2025-07-21,0,100372B,CIT,2025,5653.67,BANK
50000488,2021-08-31,0,100382G,FSS,2021,1283.35,PORTAL
50000489,2022-12-08,0,100382G,FSS,2022,705.31,COUNTER
50000490,2023-03-08,0,100382G,FSS,2023,1824.83,COUNTER
50000491,2024-06-14,0,100382G,FSS,2024,2874.22,DD
50000492,2025-03-14,0,100382G,FSS,2025,5102.56,COUNTER
50000493,2022-04-02,0,100382G,VAT,2022,1219.31,COUNTER
50000494,2023-06-01,0,100382G,VAT,2023,47.93,BANK
50000495,2024-07-30,0,100382G,VAT,2024,2909.89,PORTAL
50000496,2026-01-11,0,100382G,VAT,2025,3548.47,DD
50000497,2022-04-14,0,100388B,VAT,2022,1009.9,COUNTER
50000498,2023-06-11,0,100388B,VAT,2023,730.57,DD
50000499,2024-03-25,0,100388B,VAT,2024,121.61,BANK
50000500,2025-09-10,0,100388B,VAT,2025,2271.72,DD
50000501,2022-12-14,0,100388B,FSS,2022,265.36,COUNTER
50000502,2024-01-15,0,100388B,FSS,2023,1316.83,PORTAL
50000503,2024-04-29,8,100388B,FSS,2024,2613.09,BANK
50000504,2026-01-10,0,100388B,FSS,2025,2857.4,DD
50000505,2021-07-30,0,100392L,CIT,2021,16.59,COUNTER
50000506,2022-06-13,0,100392L,CIT,2022,101.01,PORTAL
50000507,2023-07-09,0,100392L,CIT,2023,140.49,COUNTER
50000508,2024-07-03,0,100392L,CIT,2024,6.81,COUNTER
50000509,2025-07-25,0,100392L,CIT,2025,37.37,PORTAL
50000510,2020-08-30,0,100392L,VAT,2020,3.61,DD
50000511,2021-08-06,0,100392L,VAT,2021,2.64,BANK
50000512,2022-09-06,0,100392L,VAT,2022,13.03,COUNTER
50000513,2023-03-30,0,100392L,VAT,2023,5.53,COUNTER
50000514,2024-05-31,0,100392L,VAT,2024,9.88,COUNTER
50000515,2025-06-22,0,100392L,VAT,2025,117.45,BANK
50000516,2023-07-31,0,100400L,FSS,2023,1767.27,DD
50000517,2024-10-09,0,100400L,FSS,2024,451.45,DD
50000518,2025-12-24,0,100400L,FSS,2025,6910.7,BANK
50000519,2021-07-24,0,100400L,CIT,2021,1196.55,DD
50000520,2022-06-16,0,100400L,CIT,2022,40.12,COUNTER
50000521,2023-07-18,0,100400L,CIT,2023,1810.15,COUNTER
50000522,2024-07-22,0,100400L,CIT,2024,359.19,DD
50000523,2025-06-29,0,100400L,CIT,2025,5851.47,PORTAL
50000524,2020-08-28,0,100410B,SA,2020,16.61,BANK
50000525,2021-06-10,0,100410B,SA,2021,1.32,COUNTER
50000526,2022-08-09,0,100410B,SA,2022,79.3,BANK
50000527,2023-08-02,0,100410B,SA,2023,27.01,DD
50000528,2024-07-01,0,100410B,SA,2024,92.78,DD
50000529,2025-06-22,0,100410B,SA,2025,352.31,DD
50000530,2023-12-25,0,100415B,SSC,2023,603.01,PORTAL
50000531,2025-02-12,0,100415B,SSC,2024,2247.48,BANK
50000532,2025-03-20,0,100415B,SSC,2025,2098.89,DD
50000533,2020-11-02,0,100420L,SSC,2020,1290.12,COUNTER
50000534,2021-05-04,0,100420L,SSC,2021,967.16,PORTAL
50000535,2022-07-14,0,100420L,SSC,2022,274.51,PORTAL
50000536,2023-09-01,0,100420L,SSC,2023,1152.67,DD
50000537,2024-09-16,0,100420L,SSC,2024,306.95,BANK
50000538,2025-07-07,0,100420L,SSC,2025,7600.04,BANK
50000539,2022-03-29,0,100420L,FSS,2022,1148.99,DD
50000540,2023-08-12,0,100420L,FSS,2023,1206.8,PORTAL
50000541,2024-05-26,0,100420L,FSS,2024,1251.07,DD
50000542,2025-04-20,0,100420L,FSS,2025,1258.26,DD
50000543,2020-12-13,0,100430G,SSC,2020,38.1,COUNTER
50000544,2021-03-24,0,100430G,SSC,2021,1339.05,DD
50000545,2022-10-30,0,100430G,SSC,2022,738.71,COUNTER
50000546,2023-08-28,0,100430G,SSC,2023,751.05,COUNTER
50000547,2024-11-05,0,100430G,SSC,2024,1124.08,PORTAL
50000548,2025-12-14,0,100430G,SSC,2025,236.5,BANK
50000549,2023-09-18,0,100435H,VAT,2023,931.4,DD
50000550,2025-01-20,0,100435H,VAT,2024,3663.84,BANK
50000551,2025-05-26,0,100435H,VAT,2025,600.78,PORTAL
50000552,2021-07-27,0,100441B,SA,2021,1105.8,PORTAL
50000553,2022-08-26,0,100441B,SA,2022,1496.23,DD
50000554,2023-08-20,0,100441B,SA,2023,606.49,BANK
50000555,2024-08-02,0,100441B,SA,2024,1913.68,COUNTER
50000556,2025-07-12,0,100441B,SA,2025,7046.9,COUNTER
50000557,2022-02-12,0,100449A,VAT,2021,214.95,DD
50000558,2022-09-04,0,100449A,VAT,2022,1981.84,DD
50000559,2023-06-24,0,100449A,VAT,2023,83.59,PORTAL
50000560,2024-07-28,0,100449A,VAT,2024,3355.6,DD
50000561,2025-07-07,0,100449A,VAT,2025,1677.22,PORTAL
50000562,2020-12-15,0,100449A,SSC,2020,597.38,BANK
50000563,2021-07-25,0,100449A,SSC,2021,1453.68,COUNTER
50000564,2022-06-08,0,100449A,SSC,2022,1711.23,PORTAL
50000565,2024-01-04,0,100449A,SSC,2023,410.01,DD
50000566,2024-12-30,0,100449A,SSC,2024,1487.52,DD
50000567,2025-03-01,0,100449A,SSC,2025,579.5,PORTAL
50000568,2021-10-31,0,100458G,VAT,2021,26.99,BANK
50000569,2022-04-20,0,100458G,VAT,2022,12.8,PORTAL
50000570,2023-05-28,0,100458G,VAT,2023,8.02,PORTAL
50000571,2024-08-27,0,100458G,VAT,2024,202.68,DD
50000572,2025-08-30,0,100458G,VAT,2025,101.28,BANK
50000573,2023-08-22,0,100458G,CIT,2023,122.1,BANK
50000574,2024-07-15,0,100458G,CIT,2024,37.5,PORTAL
50000575,2025-07-16,0,100458G,CIT,2025,25.69,DD
50000576,2021-03-15,0,100458G,SSC,2021,99.53,PORTAL
50000577,2023-02-05,0,100458G,SSC,2022,29.37,DD
50000578,2024-01-19,0,100458G,SSC,2023,5.09,DD
50000579,2024-07-17,8,100458G,SSC,2024,82.89,PORTAL
50000580,2025-12-18,0,100458G,SSC,2025,182.92,PORTAL
50000581,2023-04-12,0,100458G,FSS,2023,58.23,DD
50000582,2025-02-07,0,100458G,FSS,2024,122.38,BANK
50000583,2026-01-11,0,100458G,FSS,2025,187.27,BANK
50000584,2022-04-29,0,100465L,FSS,2022,82.21,COUNTER
50000585,2023-09-13,0,100465L,FSS,2023,28.32,COUNTER
50000586,2024-08-01,0,100465L,FSS,2024,114.99,PORTAL
50000587,2025-03-16,0,100465L,FSS,2025,102.01,COUNTER
50000588,2023-10-13,0,100472G,VAT,2023,8397.19,PORTAL
50000589,2024-04-22,0,100472G,VAT,2024,4878.86,BANK
50000590,2025-12-27,0,100472G,VAT,2025,14810.1,COUNTER
50000591,2023-12-04,0,100472G,FSS,2023,3938.44,BANK
50000592,2024-05-27,0,100472G,FSS,2024,3876.9,COUNTER
50000593,2025-09-11,0,100472G,FSS,2025,7269.27,PORTAL
50000594,2021-11-10,0,100477H,VAT,2021,433.95,COUNTER
50000595,2022-06-24,0,100477H,VAT,2022,1092.27,BANK
50000596,2023-12-29,0,100477H,VAT,2023,2508.55,PORTAL
50000597,2024-10-23,0,100477H,VAT,2024,1341.79,COUNTER
50000598,2025-04-30,0,100477H,VAT,2025,7826.79,BANK
50000599,2023-06-27,0,100477H,SSC,2023,493.06,COUNTER
50000600,2024-10-18,0,100477H,SSC,2024,1007.79,PORTAL
50000601,2025-12-16,0,100477H,SSC,2025,6958.25,BANK
50000602,2022-04-17,0,100485L,SSC,2022,1669.07,BANK
50000603,2023-02-23,8,100485L,SSC,2023,895.75,DD
50000604,2024-08-06,0,100485L,SSC,2024,1276.34,BANK
50000605,2025-10-11,0,100485L,SSC,2025,3048.13,DD
50000606,2022-06-21,0,100485L,FSS,2022,770.74,BANK
50000607,2023-03-03,0,100485L,FSS,2023,2333.07,BANK
50000608,2024-12-13,0,100485L,FSS,2024,2944.73,COUNTER
50000609,2025-04-26,0,100485L,FSS,2025,4871.12,BANK
50000610,2022-07-17,0,100494A,CIT,2022,472.4,PORTAL
50000611,2023-06-20,0,100494A,CIT,2023,490.78,PORTAL
50000612,2024-07-09,0,100494A,CIT,2024,2793.94,PORTAL
50000613,2025-08-24,0,100494A,CIT,2025,1445.04,BANK
50000614,2023-06-17,0,100494A,VAT,2023,218.55,DD
50000615,2024-09-06,0,100494A,VAT,2024,2461.83,PORTAL
50000616,2025-09-19,0,100494A,VAT,2025,7142.69,PORTAL
50000617,2023-04-02,0,100501M,SSC,2023,28637.8,BANK
50000618,2024-05-10,0,100501M,SSC,2024,55997.7,DD
50000619,2025-10-26,0,100501M,SSC,2025,44307.81,COUNTER
50000620,2020-06-29,0,100501M,SA,2020,12606.42,COUNTER
50000621,2021-07-24,0,100501M,SA,2021,9861.85,COUNTER
50000622,2022-08-16,0,100501M,SA,2022,12651.9,COUNTER
50000623,2023-07-21,8,100501M,SA,2023,7728.36,DD
50000624,2024-07-21,0,100501M,SA,2024,47179.07,BANK
50000625,2025-07-12,0,100501M,SA,2025,92273.2,DD
50000626,2023-08-11,0,100504L,CIT,2023,1152.45,DD
50000627,2024-06-14,0,100504L,CIT,2024,3737.37,BANK
50000628,2025-08-01,0,100504L,CIT,2025,1946.47,DD
50000629,2020-10-20,0,100511L,FSS,2020,140.02,BANK
50000630,2021-12-22,0,100511L,FSS,2021,384.95,COUNTER
50000631,2022-08-08,0,100511L,FSS,2022,1878.7,BANK
50000632,2023-03-11,0,100511L,FSS,2023,751.36,DD
50000633,2024-03-19,0,100511L,FSS,2024,2804.45,COUNTER
50000634,2025-07-12,0,100511L,FSS,2025,3376.72,COUNTER
50000635,2020-06-16,0,100521A,VAT,2020,144.16,PORTAL
50000636,2021-03-29,0,100521A,VAT,2021,1181.4,COUNTER
50000637,2022-11-10,0,100521A,VAT,2022,1065.24,PORTAL
50000638,2023-04-07,0,100521A,VAT,2023,916.81,BANK
50000639,2024-07-22,0,100521A,VAT,2024,2815.5,PORTAL
50000640,2025-12-05,0,100521A,VAT,2025,3504.99,BANK
50000641,2021-08-29,8,100521A,FSS,2021,912.63,COUNTER
50000642,2022-10-28,0,100521A,FSS,2022,718.74,DD
50000643,2023-05-26,8,100521A,FSS,2023,1049.95,BANK
50000644,2024-10-13,0,100521A,FSS,2024,2457.34,BANK
50000645,2025-09-04,0,100521A,FSS,2025,182.76,COUNTER
50000646,2024-02-04,0,100521A,SSC,2023,1385.47,BANK
50000647,2025-01-12,0,100521A,SSC,2024,74.63,BANK
50000648,2025-12-03,0,100521A,SSC,2025,5301.81,PORTAL
50000649,2023-08-03,0,100521A,CIT,2023,2378.41,BANK
50000650,2024-07-07,0,100521A,CIT,2024,3527.89,COUNTER
50000651,2025-08-03,0,100521A,CIT,2025,4579.26,COUNTER
50000652,2022-08-12,0,100525M,SA,2022,1615.81,DD
50000653,2023-06-20,0,100525M,SA,2023,697.7,PORTAL
50000654,2024-07-17,0,100525M,SA,2024,2279.3,COUNTER
50000655,2025-06-10,0,100525M,SA,2025,455.3,PORTAL
50000656,2022-01-02,0,100536M,FSS,2021,1285.29,BANK
50000657,2022-08-02,0,100536M,FSS,2022,1984.68,BANK
50000658,2023-06-30,0,100536M,FSS,2023,499.55,PORTAL
50000659,2024-07-14,0,100536M,FSS,2024,193.08,BANK
50000660,2025-11-04,0,100536M,FSS,2025,662.04,DD
50000661,2023-10-13,0,100536M,SSC,2023,213.32,BANK
50000662,2025-01-27,0,100536M,SSC,2024,2004.99,COUNTER
50000663,2025-10-07,0,100536M,SSC,2025,4372.04,COUNTER
50000664,2022-01-26,0,100536M,VAT,2021,1503.37,PORTAL
50000665,2022-09-13,0,100536M,VAT,2022,1286.73,BANK
50000666,2023-05-14,0,100536M,VAT,2023,676.13,BANK
50000667,2024-09-13,0,100536M,VAT,2024,174.31,COUNTER
50000668,2025-09-16,0,100536M,VAT,2025,3449.94,BANK
50000669,2024-02-05,0,100541A,VAT,2023,404.69,BANK
50000670,2024-03-05,0,100541A,VAT,2024,7820.39,COUNTER
50000671,2026-01-07,0,100541A,VAT,2025,7400.86,PORTAL
50000672,2023-06-30,0,100549G,CIT,2023,1780.32,BANK
50000673,2024-06-30,0,100549G,CIT,2024,3403.7,DD
50000674,2025-08-17,0,100549G,CIT,2025,5788.54,PORTAL
50000675,2021-12-26,0,100549G,FSS,2021,1277.0,PORTAL
50000676,2022-08-04,0,100549G,FSS,2022,34.88,DD
50000677,2023-06-06,0,100549G,FSS,2023,1233.59,DD
50000678,2024-11-11,0,100549G,FSS,2024,2381.62,BANK
50000679,2025-03-17,8,100549G,FSS,2025,688.82,PORTAL
50000680,2023-08-21,0,100554M,SA,2023,157.73,PORTAL
50000681,2024-07-08,0,100554M,SA,2024,162.25,BANK
50000682,2025-08-24,0,100554M,SA,2025,340.93,COUNTER
50000683,2020-07-17,0,100563B,CIT,2020,400.05,COUNTER
50000684,2021-08-26,0,100563B,CIT,2021,571.33,COUNTER
50000685,2022-08-10,0,100563B,CIT,2022,397.7,PORTAL
50000686,2023-08-21,0,100563B,CIT,2023,770.43,PORTAL
50000687,2024-07-29,0,100563B,CIT,2024,1090.51,COUNTER
50000688,2025-08-23,0,100563B,CIT,2025,811.87,PORTAL
50000689,2023-12-21,0,100563B,SSC,2023,1337.81,COUNTER
50000690,2024-09-07,0,100563B,SSC,2024,2823.45,DD
50000691,2025-10-26,0,100563B,SSC,2025,4709.33,PORTAL
50000692,2021-09-29,0,100563B,VAT,2021,623.88,COUNTER
50000693,2022-05-26,0,100563B,VAT,2022,1885.02,DD
50000694,2023-04-16,0,100563B,VAT,2023,2403.89,COUNTER
50000695,2024-03-25,0,100563B,VAT,2024,2552.06,COUNTER
50000696,2025-10-01,0,100563B,VAT,2025,4378.73,DD
50000697,2023-03-14,0,100563B,FSS,2023,2481.04,DD
50000698,2025-01-06,0,100563B,FSS,2024,712.64,COUNTER
50000699,2025-03-17,0,100563B,FSS,2025,6787.11,BANK
50000700,2021-07-07,0,100567B,CIT,2021,31.51,DD
50000701,2022-08-06,0,100567B,CIT,2022,16.37,PORTAL
50000702,2023-07-18,0,100567B,CIT,2023,58.22,PORTAL
50000703,2024-06-11,0,100567B,CIT,2024,234.29,COUNTER
50000704,2025-08-29,0,100567B,CIT,2025,159.44,DD
50000705,2021-04-08,0,100575L,SSC,2021,50.08,BANK
50000706,2022-07-18,0,100575L,SSC,2022,126.28,BANK
50000707,2023-10-01,0,100575L,SSC,2023,1609.04,DD
50000708,2024-06-20,0,100575L,SSC,2024,1409.45,PORTAL
50000709,2025-04-04,0,100575L,SSC,2025,1306.62,COUNTER
50000710,2023-06-15,0,100575L,SA,2023,449.99,COUNTER
50000711,2024-07-02,0,100575L,SA,2024,686.65,COUNTER
50000712,2025-08-06,8,100575L,SA,2025,2203.28,DD
50000713,2020-08-03,0,100583H,FSS,2020,1050.81,DD
50000714,2022-02-04,0,100583H,FSS,2021,1592.55,COUNTER
50000715,2022-05-28,8,100583H,FSS,2022,623.65,BANK
50000716,2023-04-20,0,100583H,FSS,2023,575.77,COUNTER
50000717,2024-06-29,0,100583H,FSS,2024,1228.76,DD
50000718,2026-01-11,0,100583H,FSS,2025,5501.7,COUNTER
50000719,2023-10-01,0,100583H,VAT,2023,1814.55,PORTAL
50000720,2025-01-21,0,100583H,VAT,2024,2325.13,BANK
50000721,2025-07-07,0,100583H,VAT,2025,4164.19,COUNTER
50000722,2020-08-16,0,100591B,CIT,2020,353.89,PORTAL
50000723,2021-07-20,0,100591B,CIT,2021,1687.61,DD
50000724,2022-08-02,0,100591B,CIT,2022,3363.2,DD
50000725,2023-07-15,0,100591B,CIT,2023,339.31,PORTAL
50000726,2024-07-30,0,100591B,CIT,2024,6709.6,PORTAL
50000727,2025-08-06,0,100591B,CIT,2025,9564.97,PORTAL
50000728,2022-05-30,0,100591B,FSS,2022,615.31,BANK
50000729,2024-01-15,0,100591B,FSS,2023,2474.91,PORTAL
50000730,2024-03-07,0,100591B,FSS,2024,2656.13,COUNTER
50000731,2026-02-12,0,100591B,FSS,2025,698.66,DD
50000732,2023-06-28,0,100596M,CIT,2023,2287.09,DD
50000733,2024-07-26,0,100596M,CIT,2024,2007.09,DD
50000734,2025-07-30,0,100596M,CIT,2025,4784.86,DD
50000735,2022-11-26,0,100596M,VAT,2022,483.46,PORTAL
50000736,2023-07-28,0,100596M,VAT,2023,868.09,PORTAL
50000737,2024-05-12,0,100596M,VAT,2024,2208.48,DD
50000738,2025-08-08,0,100596M,VAT,2025,4128.45,PORTAL
50000739,2020-06-15,0,100596M,CIT,2020,1284.53,BANK
50000740,2021-07-30,0,100596M,CIT,2021,1361.28,COUNTER
50000741,2022-06-25,0,100596M,CIT,2022,1534.83,COUNTER
50000742,2023-07-28,0,100596M,CIT,2023,1547.54,DD
50000743,2024-08-15,0,100596M,CIT,2024,3645.32,COUNTER
50000744,2025-06-18,0,100596M,CIT,2025,5685.47,BANK
50000745,2022-05-27,0,100596M,SSC,2022,925.24,DD
50000746,2023-06-23,0,100596M,SSC,2023,1644.28,BANK
50000747,2024-07-16,0,100596M,SSC,2024,3156.55,BANK
50000748,2025-12-27,0,100596M,SSC,2025,6540.73,BANK
50000749,2023-06-07,0,100603A,FSS,2023,1028.69,BANK
50000750,2025-01-06,0,100603A,FSS,2024,3164.96,BANK
50000751,2025-05-04,0,100603A,FSS,2025,6801.04,COUNTER
50000752,2022-08-06,0,100613B,CIT,2022,2005.59,BANK
50000753,2023-07-17,0,100613B,CIT,2023,1140.06,BANK
50000754,2024-06-12,0,100613B,CIT,2024,926.29,PORTAL
50000755,2025-08-01,0,100613B,CIT,2025,1780.58,PORTAL
50000756,2023-07-10,0,100613B,VAT,2023,339.81,DD
50000757,2024-10-02,0,100613B,VAT,2024,730.15,COUNTER
50000758,2025-09-05,0,100613B,VAT,2025,4319.59,DD
50000759,2022-12-04,0,100613B,SSC,2022,1833.94,PORTAL
50000760,2023-03-05,0,100613B,SSC,2023,313.66,PORTAL
50000761,2024-11-12,0,100613B,SSC,2024,153.46,COUNTER
50000762,2025-12-11,0,100613B,SSC,2025,4817.0,PORTAL
50000763,2022-12-24,0,100613B,FSS,2022,1979.79,COUNTER
50000764,2023-05-10,0,100613B,FSS,2023,1369.02,PORTAL
50000765,2024-07-20,0,100613B,FSS,2024,4712.15,PORTAL
50000766,2025-12-28,8,100613B,FSS,2025,1313.04,BANK
50000767,2020-04-05,0,100619M,VAT,2020,250.48,DD
50000768,2021-09-06,0,100619M,VAT,2021,191.1,BANK
50000769,2022-05-09,0,100619M,VAT,2022,527.26,BANK
50000770,2023-08-08,0,100619M,VAT,2023,2129.46,DD
50000771,2025-01-19,0,100619M,VAT,2024,2469.07,DD
50000772,2025-06-21,0,100619M,VAT,2025,6698.43,DD
50000773,2022-07-07,0,100619M,CIT,2022,226.8,BANK
50000774,2023-07-31,0,100619M,CIT,2023,1818.31,BANK
50000775,2024-07-04,0,100619M,CIT,2024,1911.9,PORTAL
50000776,2025-07-13,0,100619M,CIT,2025,568.81,PORTAL
50000777,2021-10-20,0,100626H,SSC,2021,942.96,DD
50000778,2023-02-11,0,100626H,SSC,2022,1397.23,DD
50000779,2024-01-18,0,100626H,SSC,2023,1047.64,COUNTER
50000780,2024-03-15,0,100626H,SSC,2024,1154.97,DD
50000781,2025-07-24,0,100626H,SSC,2025,835.76,BANK
50000782,2022-06-16,0,100626H,CIT,2022,1341.81,BANK
50000783,2023-06-11,0,100626H,CIT,2023,535.68,BANK
50000784,2024-06-18,0,100626H,CIT,2024,1078.08,DD
50000785,2025-08-13,0,100626H,CIT,2025,6916.27,PORTAL
50000786,2020-08-09,0,100626H,CIT,2020,1229.57,COUNTER
50000787,2021-08-05,0,100626H,CIT,2021,971.69,PORTAL
50000788,2022-07-26,0,100626H,CIT,2022,973.71,DD
50000789,2023-08-10,0,100626H,CIT,2023,133.0,DD
50000790,2024-08-10,0,100626H,CIT,2024,1228.0,DD
50000791,2025-08-24,0,100626H,CIT,2025,1531.06,COUNTER
50000792,2023-06-12,0,100626H,VAT,2023,1819.83,COUNTER
50000793,2024-09-24,0,100626H,VAT,2024,1798.35,PORTAL
50000794,2025-07-01,0,100626H,VAT,2025,1718.92,PORTAL
50000795,2021-01-11,0,100632M,SSC,2020,1259.67,DD
50000796,2021-07-25,0,100632M,SSC,2021,58.38,PORTAL
50000797,2022-09-28,0,100632M,SSC,2022,640.65,BANK
50000798,2023-12-16,0,100632M,SSC,2023,78.65,PORTAL
50000799,2024-03-21,0,100632M,SSC,2024,3958.46,DD
50000800,2025-10-10,0,100632M,SSC,2025,3731.78,PORTAL
50000801,2023-08-14,0,100637H,CIT,2023,7.64,PORTAL
50000802,2024-07-13,0,100637H,CIT,2024,6.37,PORTAL
50000803,2025-07-15,0,100637H,CIT,2025,18.06,BANK
50000804,2022-10-21,0,100637H,SSC,2022,1.27,COUNTER
50000805,2023-09-19,0,100637H,SSC,2023,0.66,COUNTER
50000806,2025-02-03,0,100637H,SSC,2024,24.79,COUNTER
50000807,2026-01-04,0,100637H,SSC,2025,14.64,DD
50000808,2021-07-21,0,100637H,CIT,2021,7.95,DD
50000809,2022-08-29,0,100637H,CIT,2022,0.56,DD
50000810,2023-06-24,0,100637H,CIT,2023,5.04,COUNTER
50000811,2024-06-21,0,100637H,CIT,2024,10.05,BANK
50000812,2025-08-24,0,100637H,CIT,2025,6.32,DD
50000813,2023-08-05,0,100644G,CIT,2023,34.44,PORTAL
50000814,2024-07-28,0,100644G,CIT,2024,11.18,COUNTER
50000815,2025-07-29,8,100644G,CIT,2025,294.52,BANK
50000816,2021-06-11,0,100644G,CIT,2021,85.33,DD
50000817,2022-06-19,0,100644G,CIT,2022,5.94,COUNTER
50000818,2023-07-24,0,100644G,CIT,2023,10.51,DD
50000819,2024-08-08,0,100644G,CIT,2024,319.73,BANK
50000820,2025-06-17,0,100644G,CIT,2025,123.27,BANK
50000821,2024-01-05,0,100651A,VAT,2023,1801.86,COUNTER
50000822,2024-11-13,0,100651A,VAT,2024,1118.1,DD
50000823,2025-11-06,0,100651A,VAT,2025,459.16,COUNTER
50000824,2020-04-30,0,100651A,SSC,2020,723.91,COUNTER
50000825,2021-09-15,0,100651A,SSC,2021,493.54,PORTAL
50000826,2023-01-01,0,100651A,SSC,2022,707.25,PORTAL
50000827,2024-01-27,8,100651A,SSC,2023,1097.76,COUNTER
50000828,2025-01-12,0,100651A,SSC,2024,3141.8,DD
50000829,2025-08-14,0,100651A,SSC,2025,2928.68,COUNTER
50000830,2021-05-13,0,100660M,FSS,2021,1.75,COUNTER
50000831,2022-04-06,0,100660M,FSS,2022,0.93,DD
50000832,2023-04-13,0,100660M,FSS,2023,3.1,COUNTER
50000833,2024-09-04,0,100660M,FSS,2024,0.62,DD
50000834,2025-11-09,0,100660M,FSS,2025,7.52,BANK
50000835,2021-09-03,0,100660M,SSC,2021,0.84,DD
50000836,2023-01-09,0,100660M,SSC,2022,1.98,BANK
50000837,2024-02-07,0,100660M,SSC,2023,3.18,BANK
50000838,2024-12-01,0,100660M,SSC,2024,6.85,DD
50000839,2025-09-23,0,100660M,SSC,2025,3.1,PORTAL
