assessment_id,tin,tax_type,yofa,period,kind,caution_flag,amount,due_date,assessed_at
A00000596,100472G,FSS,2023,2023,SELF,0,5318.43,2023-12-15,2023-11-15 09:00:00
A00000597,100472G,FSS,2024,2024,SELF,0,9643.03,2024-06-15,2024-05-16 09:00:00
A00000598,100472G,FSS,2025,2025,SELF,0,18173.17,2025-09-15,2025-08-16 09:00:00
A00000599,100477H,VAT,2021,2021,SELF,0,433.95,2021-09-15,2021-08-16 09:00:00
A00000600,100477H,VAT,2022,2022,SELF,0,1092.27,2022-06-15,2022-05-16 09:00:00
A00000601,100477H,VAT,2023,2023,SELF,0,2508.55,2023-12-15,2023-11-15 09:00:00
A00000602,100477H,VAT,2024,2024,DEFAULT,1,1341.79,2024-09-15,2024-08-16 09:00:00
A00000603,100477H,VAT,2025,2025,SELF,0,7826.79,2025-03-15,2025-02-13 09:00:00
A00000604,100477H,SSC,2023,2023,SELF,0,493.06,2023-06-15,2023-05-16 09:00:00
A00000605,100477H,SSC,2024,2024,SELF,0,1007.79,2024-09-15,2024-08-16 09:00:00
A00000606,100477H,SSC,2025,2025,SELF,0,6958.25,2025-12-15,2025-11-15 09:00:00
A00000607,100485L,SSC,2022,2022,SELF,0,1669.07,2022-03-15,2022-02-13 09:00:00
A00000608,100485L,SSC,2023,2023,SELF,0,895.75,2023-03-15,2023-02-13 09:00:00
A00000609,100485L,SSC,2024,2024,SELF,0,1276.34,2024-06-15,2024-05-16 09:00:00
A00000610,100485L,SSC,2025,2025,DEFAULT,0,3048.13,2025-09-15,2025-08-16 09:00:00
A00000611,100485L,FSS,2022,2022,SELF,0,770.74,2022-06-15,2022-05-16 09:00:00
A00000612,100485L,FSS,2023,2023,AUTHORITY,0,2333.07,2023-03-15,2023-02-13 09:00:00
A00000613,100485L,FSS,2024,2024,SELF,0,2944.73,2024-12-15,2024-11-15 09:00:00
A00000614,100485L,FSS,2025,2025,SELF,0,4871.12,2025-03-15,2025-02-13 09:00:00
A00000615,100494A,CIT,2022,2022,SELF,0,472.4,2022-06-30,2022-05-31 09:00:00
A00000616,100494A,CIT,2023,2023,AUTHORITY,0,490.78,2023-06-30,2023-05-31 09:00:00
A00000617,100494A,CIT,2024,2024,SELF,0,2793.94,2024-06-30,2024-05-31 09:00:00
A00000618,100494A,CIT,2025,2025,SELF,0,1445.04,2025-06-30,2025-05-31 09:00:00
A00000619,100494A,VAT,2023,2023,AUTHORITY,0,218.55,2023-06-15,2023-05-16 09:00:00
A00000620,100494A,VAT,2024,2024,SELF,0,2461.83,2024-09-15,2024-08-16 09:00:00
A00000621,100494A,VAT,2025,2025,SELF,0,7142.69,2025-09-15,2025-08-16 09:00:00
A00000622,100501M,SSC,2023,2023,SELF,0,77307.53,2023-03-15,2023-02-13 09:00:00
A00000623,100501M,SSC,2024,2024,SELF,0,121828.48,2024-03-15,2024-02-14 09:00:00
A00000624,100501M,SSC,2025,2025,SELF,0,208360.1,2025-09-15,2025-08-16 09:00:00
A00000625,100501M,PIT,2020,2020,SELF,0,36549.44,2020-06-30,2020-05-31 09:00:00
A00000626,100501M,PIT,2021,2021,AUTHORITY,0,23962.68,2021-06-30,2021-05-31 09:00:00
A00000627,100501M,PIT,2022,2022,SELF,0,46281.35,2022-06-30,2022-05-31 09:00:00
A00000628,100501M,PIT,2023,2023,SELF,0,42116.36,2023-06-30,2023-05-31 09:00:00
A00000629,100501M,PIT,2024,2024,AUTHORITY,0,99566.12,2024-06-30,2024-05-31 09:00:00
A00000630,100501M,PIT,2025,2025,SELF,0,230683.01,2025-06-30,2025-05-31 09:00:00
A00000631,100504L,CIT,2023,2023,SELF,0,5863.47,2023-06-30,2023-05-31 09:00:00
A00000632,100504L,CIT,2024,2024,SELF,0,5027.84,2024-06-30,2024-05-31 09:00:00
A00000633,100504L,CIT,2025,2025,SELF,0,15599.25,2025-06-30,2025-05-31 09:00:00
A00000634,100511L,FSS,2020,2020,SELF,0,140.02,2020-09-15,2020-08-16 09:00:00
A00000635,100511L,FSS,2021,2021,SELF,0,384.95,2021-12-15,2021-11-15 09:00:00
A00000636,100511L,FSS,2022,2022,SELF,0,1878.7,2022-06-15,2022-05-16 09:00:00
A00000637,100511L,FSS,2023,2023,SELF,0,751.36,2023-03-15,2023-02-13 09:00:00
A00000638,100511L,FSS,2024,2024,DEFAULT,1,2804.45,2024-03-15,2024-02-14 09:00:00
A00000639,100511L,FSS,2025,2025,SELF,0,3376.72,2025-06-15,2025-05-16 09:00:00
A00000640,100521A,VAT,2020,2020,DEFAULT,1,144.16,2020-06-15,2020-05-16 09:00:00
A00000641,100521A,VAT,2021,2021,SELF,0,1181.4,2021-03-15,2021-02-13 09:00:00
A00000642,100521A,VAT,2022,2022,SELF,0,1065.24,2022-09-15,2022-08-16 09:00:00
A00000643,100521A,VAT,2023,2023,SELF,0,916.81,2023-03-15,2023-02-13 09:00:00
A00000644,100521A,VAT,2024,2024,AUTHORITY,0,2815.5,2024-06-15,2024-05-16 09:00:00
A00000645,100521A,VAT,2025,2025,SELF,0,3504.99,2025-12-15,2025-11-15 09:00:00
A00000646,100521A,FSS,2021,2021,AUTHORITY,0,912.63,2021-09-15,2021-08-16 09:00:00
A00000647,100521A,FSS,2022,2022,SELF,0,718.74,2022-09-15,2022-08-16 09:00:00
A00000648,100521A,FSS,2023,2023,SELF,0,1049.95,2023-06-15,2023-05-16 09:00:00
A00000649,100521A,FSS,2024,2024,SELF,0,2457.34,2024-09-15,2024-08-16 09:00:00
A00000650,100521A,FSS,2025,2025,DEFAULT,1,182.76,2025-09-15,2025-08-16 09:00:00
A00000651,100521A,SSC,2023,2023,SELF,0,1385.47,2023-12-15,2023-11-15 09:00:00
A00000652,100521A,SSC,2024,2024,SELF,0,74.63,2024-12-15,2024-11-15 09:00:00
A00000653,100521A,SSC,2025,2025,SELF,0,5301.81,2025-12-15,2025-11-15 09:00:00
A00000654,100521A,CIT,2023,2023,SELF,0,2378.41,2023-06-30,2023-05-31 09:00:00
A00000655,100521A,CIT,2024,2024,SELF,0,3527.89,2024-06-30,2024-05-31 09:00:00
A00000656,100521A,CIT,2025,2025,SELF,0,4579.26,2025-06-30,2025-05-31 09:00:00
A00000657,100525M,PIT,2022,2022,DEFAULT,0,3495.49,2022-06-30,2022-05-31 09:00:00
A00000658,100525M,PIT,2023,2023,SELF,0,2232.71,2023-06-30,2023-05-31 09:00:00
A00000659,100525M,PIT,2024,2024,SELF,0,5605.76,2024-06-30,2024-05-31 09:00:00
A00000660,100525M,PIT,2025,2025,SELF,0,4032.8,2025-06-30,2025-05-31 09:00:00
A00000661,100536M,FSS,2021,2021,SELF,0,1285.29,2021-12-15,2021-11-15 09:00:00
A00000662,100536M,FSS,2022,2022,SELF,0,1984.68,2022-06-15,2022-05-16 09:00:00
A00000663,100536M,FSS,2023,2023,SELF,0,499.55,2023-06-15,2023-05-16 09:00:00
A00000664,100536M,FSS,2024,2024,SELF,0,193.08,2024-06-15,2024-05-16 09:00:00
A00000665,100536M,FSS,2025,2025,SELF,0,662.04,2025-09-15,2025-08-16 09:00:00
A00000666,100536M,SSC,2023,2023,SELF,0,213.32,2023-09-15,2023-08-16 09:00:00
A00000667,100536M,SSC,2024,2024,SELF,0,2004.99,2024-12-15,2024-11-15 09:00:00
A00000668,100536M,SSC,2025,2025,AUTHORITY,0,4372.04,2025-09-15,2025-08-16 09:00:00
A00000669,100536M,VAT,2021,2021,SELF,0,1503.37,2021-12-15,2021-11-15 09:00:00
A00000670,100536M,VAT,2022,2022,SELF,0,1286.73,2022-09-15,2022-08-16 09:00:00
A00000671,100536M,VAT,2023,2023,DEFAULT,0,676.13,2023-03-15,2023-02-13 09:00:00
A00000672,100536M,VAT,2024,2024,SELF,0,174.31,2024-09-15,2024-08-16 09:00:00
A00000673,100536M,VAT,2025,2025,SELF,0,3449.94,2025-09-15,2025-08-16 09:00:00
A00000674,100541A,VAT,2023,2023,SELF,0,16771.98,2023-12-15,2023-11-15 09:00:00
A00000675,100541A,VAT,2024,2024,SELF,0,25247.86,2024-03-15,2024-02-14 09:00:00
A00000676,100541A,VAT,2025,2025,AUTHORITY,0,26916.31,2025-12-15,2025-11-15 09:00:00
A00000677,100549G,CIT,2023,2023,AUTHORITY,0,1780.32,2023-06-30,2023-05-31 09:00:00
A00000678,100549G,CIT,2024,2024,SELF,0,3403.7,2024-06-30,2024-05-31 09:00:00
A00000679,100549G,CIT,2025,2025,AUTHORITY,0,5788.54,2025-06-30,2025-05-31 09:00:00
A00000680,100549G,FSS,2021,2021,SELF,0,1277.0,2021-12-15,2021-11-15 09:00:00
A00000681,100549G,FSS,2022,2022,SELF,0,34.88,2022-06-15,2022-05-16 09:00:00
A00000682,100549G,FSS,2023,2023,SELF,0,1233.59,2023-06-15,2023-05-16 09:00:00
A00000683,100549G,FSS,2024,2024,AUTHORITY,0,2381.62,2024-09-15,2024-08-16 09:00:00
A00000684,100549G,FSS,2025,2025,DEFAULT,1,688.82,2025-03-15,2025-02-13 09:00:00
A00000685,100554M,PIT,2023,2023,SELF,0,279.17,2023-06-30,2023-05-31 09:00:00
A00000686,100554M,PIT,2024,2024,SELF,0,330.11,2024-06-30,2024-05-31 09:00:00
A00000687,100554M,PIT,2025,2025,SELF,0,852.33,2025-06-30,2025-05-31 09:00:00
A00000688,100563B,CIT,2020,2020,SELF,0,400.05,2020-06-30,2020-05-31 09:00:00
A00000689,100563B,CIT,2021,2021,SELF,0,571.33,2021-06-30,2021-05-31 09:00:00
A00000690,100563B,CIT,2022,2022,DEFAULT,1,397.7,2022-06-30,2022-05-31 09:00:00
A00000691,100563B,CIT,2023,2023,SELF,0,770.43,2023-06-30,2023-05-31 09:00:00
A00000692,100563B,CIT,2024,2024,SELF,0,1090.51,2024-06-30,2024-05-31 09:00:00
A00000693,100563B,CIT,2025,2025,SELF,0,811.87,2025-06-30,2025-05-31 09:00:00
A00000694,100563B,SSC,2023,2023,SELF,0,1337.81,2023-12-15,2023-11-15 09:00:00
A00000695,100563B,SSC,2024,2024,AUTHORITY,0,2823.45,2024-09-15,2024-08-16 09:00:00
A00000696,100563B,SSC,2025,2025,SELF,0,4709.33,2025-09-15,2025-08-16 09:00:00
A00000697,100563B,VAT,2021,2021,DEFAULT,0,623.88,2021-09-15,2021-08-16 09:00:00
A00000698,100563B,VAT,2022,2022,SELF,0,1885.02,2022-06-15,2022-05-16 09:00:00
A00000699,100563B,VAT,2023,2023,SELF,0,2403.89,2023-03-15,2023-02-13 09:00:00
A00000700,100563B,VAT,2024,2024,SELF,0,2552.06,2024-03-15,2024-02-14 09:00:00
A00000701,100563B,VAT,2025,2025,SELF,0,4378.73,2025-09-15,2025-08-16 09:00:00
A00000702,100563B,FSS,2023,2023,DEFAULT,1,2481.04,2023-03-15,2023-02-13 09:00:00
A00000703,100563B,FSS,2024,2024,SELF,0,712.64,2024-12-15,2024-11-15 09:00:00
A00000704,100563B,FSS,2025,2025,SELF,0,6787.11,2025-03-15,2025-02-13 09:00:00
A00000705,100567B,CIT,2021,2021,AUTHORITY,0,77.17,2021-06-30,2021-05-31 09:00:00
A00000706,100567B,CIT,2022,2022,SELF,0,38.49,2022-06-30,2022-05-31 09:00:00
A00000707,100567B,CIT,2023,2023,SELF,0,104.73,2023-06-30,2023-05-31 09:00:00
A00000708,100567B,CIT,2024,2024,SELF,0,434.25,2024-06-30,2024-05-31 09:00:00
A00000709,100567B,CIT,2025,2025,SELF,0,398.61,2025-06-30,2025-05-31 09:00:00
A00000710,100575L,SSC,2021,2021,SELF,0,224.56,2021-03-15,2021-02-13 09:00:00
A00000711,100575L,SSC,2022,2022,DEFAULT,0,590.46,2022-06-15,2022-05-16 09:00:00
A00000712,100575L,SSC,2023,2023,SELF,0,3655.27,2023-09-15,2023-08-16 09:00:00
A00000713,100575L,SSC,2024,2024,SELF,0,7244.39,2024-06-15,2024-05-16 09:00:00
A00000714,100575L,SSC,2025,2025,AUTHORITY,0,11938.21,2025-03-15,2025-02-13 09:00:00
A00000715,100575L,PIT,2023,2023,SELF,0,1280.98,2023-06-30,2023-05-31 09:00:00
A00000716,100575L,PIT,2024,2024,SELF,0,1090.17,2024-06-30,2024-05-31 09:00:00
A00000717,100575L,PIT,2025,2025,SELF,0,5508.21,2025-06-30,2025-05-31 09:00:00
A00000718,100583H,FSS,2020,2020,SELF,0,1050.81,2020-06-15,2020-05-16 09:00:00
A00000719,100583H,FSS,2021,2021,AUTHORITY,0,1592.55,2021-12-15,2021-11-15 09:00:00
A00000720,100583H,FSS,2022,2022,SELF,0,623.65,2022-06-15,2022-05-16 09:00:00
A00000721,100583H,FSS,2023,2023,SELF,0,575.77,2023-03-15,2023-02-13 09:00:00
A00000722,100583H,FSS,2024,2024,SELF,0,1228.76,2024-06-15,2024-05-16 09:00:00
A00000723,100583H,FSS,2025,2025,SELF,0,5501.7,2025-12-15,2025-11-15 09:00:00
A00000724,100583H,VAT,2023,2023,SELF,0,1814.55,2023-09-15,2023-08-16 09:00:00
A00000725,100583H,VAT,2024,2024,SELF,0,2325.13,2024-12-15,2024-11-15 09:00:00
A00000726,100583H,VAT,2025,2025,AUTHORITY,0,4164.19,2025-06-15,2025-05-16 09:00:00
A00000727,100591B,CIT,2020,2020,SELF,0,6790.63,2020-06-30,2020-05-31 09:00:00
A00000728,100591B,CIT,2021,2021,SELF,0,6259.34,2021-06-30,2021-05-31 09:00:00
A00000729,100591B,CIT,2022,2022,SELF,0,12647.25,2022-06-30,2022-05-31 09:00:00
A00000730,100591B,CIT,2023,2023,SELF,0,17284.16,2023-06-30,2023-05-31 09:00:00
A00000731,100591B,CIT,2024,2024,SELF,0,17014.32,2024-06-30,2024-05-31 09:00:00
A00000732,100591B,CIT,2025,2025,SELF,0,29821.35,2025-06-30,2025-05-31 09:00:00
A00000733,100591B,FSS,2022,2022,SELF,0,2621.67,2022-06-15,2022-05-16 09:00:00
A00000734,100591B,FSS,2023,2023,AUTHORITY,0,3830.52,2023-12-15,2023-11-15 09:00:00
A00000735,100591B,FSS,2024,2024,SELF,0,6309.11,2024-03-15,2024-02-14 09:00:00
A00000736,100591B,FSS,2025,2025,SELF,0,45336.44,2025-12-15,2025-11-15 09:00:00
A00000737,100596M,CIT,2023,2023,SELF,0,2287.09,2023-06-30,2023-05-31 09:00:00
A00000738,100596M,CIT,2024,2024,SELF,0,2007.09,2024-06-30,2024-05-31 09:00:00
A00000739,100596M,CIT,2025,2025,SELF,0,4784.86,2025-06-30,2025-05-31 09:00:00
A00000740,100596M,VAT,2022,2022,SELF,0,483.46,2022-12-15,2022-11-15 09:00:00
A00000741,100596M,VAT,2023,2023,SELF,0,868.09,2023-06-15,2023-05-16 09:00:00
A00000742,100596M,VAT,2024,2024,SELF,0,2208.48,2024-03-15,2024-02-14 09:00:00
A00000743,100596M,VAT,2025,2025,SELF,0,4128.45,2025-06-15,2025-05-16 09:00:00
A00000744,100596M,CIT,2020,2020,SELF,0,1284.53,2020-06-30,2020-05-31 09:00:00
A00000745,100596M,CIT,2021,2021,SELF,0,1361.28,2021-06-30,2021-05-31 09:00:00
A00000746,100596M,CIT,2022,2022,SELF,0,1534.83,2022-06-30,2022-05-31 09:00:00
A00000747,100596M,CIT,2023,2023,SELF,0,1547.54,2023-06-30,2023-05-31 09:00:00
A00000748,100596M,CIT,2024,2024,SELF,0,3645.32,2024-06-30,2024-05-31 09:00:00
A00000749,100596M,CIT,2025,2025,AUTHORITY,0,5685.47,2025-06-30,2025-05-31 09:00:00
A00000750,100596M,SSC,2022,2022,SELF,0,925.24,2022-06-15,2022-05-16 09:00:00
A00000751,100596M,SSC,2023,2023,SELF,0,1644.28,2023-06-15,2023-05-16 09:00:00
A00000752,100596M,SSC,2024,2024,SELF,0,3156.55,2024-06-15,2024-05-16 09:00:00
A00000753,100596M,SSC,2025,2025,SELF,0,6540.73,2025-12-15,2025-11-15 09:00:00
A00000754,100603A,FSS,2023,2023,AUTHORITY,0,1028.69,2023-06-15,2023-05-16 09:00:00
A00000755,100603A,FSS,2024,2024,DEFAULT,1,3164.96,2024-12-15,2024-11-15 09:00:00
A00000756,100603A,FSS,2025,2025,SELF,0,6801.04,2025-03-15,2025-02-13 09:00:00
A00000757,100613B,CIT,2022,2022,SELF,0,3515.44,2022-06-30,2022-05-31 09:00:00
A00000758,100613B,CIT,2023,2023,DEFAULT,0,1604.47,2023-06-30,2023-05-31 09:00:00
A00000759,100613B,CIT,2024,2024,SELF,0,3263.41,2024-06-30,2024-05-31 09:00:00
A00000760,100613B,CIT,2025,2025,AUTHORITY,0,4480.47,2025-06-30,2025-05-31 09:00:00
A00000761,100613B,VAT,2023,2023,SELF,0,860.26,2023-06-15,2023-05-16 09:00:00
A00000762,100613B,VAT,2024,2024,SELF,0,1468.78,2024-09-15,2024-08-16 09:00:00
A00000763,100613B,VAT,2025,2025,SELF,0,11705.66,2025-09-15,2025-08-16 09:00:00
A00000764,100613B,SSC,2022,2022,SELF,0,4303.3,2022-12-15,2022-11-15 09:00:00
A00000765,100613B,SSC,2023,2023,SELF,0,1217.57,2023-03-15,2023-02-13 09:00:00
A00000766,100613B,SSC,2024,2024,SELF,0,4964.39,2024-09-15,2024-08-16 09:00:00
A00000767,100613B,SSC,2025,2025,SELF,0,12042.5,2025-12-15,2025-11-15 09:00:00
A00000768,100613B,FSS,2022,2022,SELF,0,2829.58,2022-12-15,2022-11-15 09:00:00
A00000769,100613B,FSS,2023,2023,SELF,0,2128.72,2023-03-15,2023-02-13 09:00:00
A00000770,100613B,FSS,2024,2024,SELF,0,7752.81,2024-06-15,2024-05-16 09:00:00
A00000771,100613B,FSS,2025,2025,SELF,0,3282.61,2025-12-15,2025-11-15 09:00:00
A00000772,100619M,VAT,2020,2020,SELF,0,250.48,2020-03-15,2020-02-14 09:00:00
A00000773,100619M,VAT,2021,2021,SELF,0,191.1,2021-09-15,2021-08-16 09:00:00
A00000774,100619M,VAT,2022,2022,SELF,0,527.26,2022-03-15,2022-02-13 09:00:00
A00000775,100619M,VAT,2023,2023,SELF,0,2129.46,2023-06-15,2023-05-16 09:00:00
A00000776,100619M,VAT,2024,2024,DEFAULT,0,2469.07,2024-12-15,2024-11-15 09:00:00
A00000777,100619M,VAT,2025,2025,SELF,0,6698.43,2025-06-15,2025-05-16 09:00:00
A00000778,100619M,CIT,2022,2022,SELF,0,226.8,2022-06-30,2022-05-31 09:00:00
A00000779,100619M,CIT,2023,2023,SELF,0,1818.31,2023-06-30,2023-05-31 09:00:00
A00000780,100619M,CIT,2024,2024,SELF,0,1911.9,2024-06-30,2024-05-31 09:00:00
A00000781,100619M,CIT,2025,2025,SELF,0,568.81,2025-06-30,2025-05-31 09:00:00
A00000782,100626H,SSC,2021,2021,SELF,0,942.96,2021-09-15,2021-08-16 09:00:00
A00000783,100626H,SSC,2022,2022,SELF,0,1397.23,2022-12-15,2022-11-15 09:00:00
A00000784,100626H,SSC,2023,2023,AUTHORITY,0,1047.64,2023-12-15,2023-11-15 09:00:00
A00000785,100626H,SSC,2024,2024,SELF,0,1154.97,2024-03-15,2024-02-14 09:00:00
A00000786,100626H,SSC,2025,2025,SELF,0,835.76,2025-06-15,2025-05-16 09:00:00
A00000787,100626H,CIT,2022,2022,SELF,0,1341.81,2022-06-30,2022-05-31 09:00:00
A00000788,100626H,CIT,2023,2023,SELF,0,535.68,2023-06-30,2023-05-31 09:00:00
A00000789,100626H,CIT,2024,2024,SELF,0,1078.08,2024-06-30,2024-05-31 09:00:00
A00000790,100626H,CIT,2025,2025,SELF,0,6916.27,2025-06-30,2025-05-31 09:00:00
A00000791,100626H,CIT,2020,2020,SELF,0,1229.57,2020-06-30,2020-05-31 09:00:00
A00000792,100626H,CIT,2021,2021,SELF,0,971.69,2021-06-30,2021-05-31 09:00:00
A00000793,100626H,CIT,2022,2022,SELF,0,973.71,2022-06-30,2022-05-31 09:00:00
A00000794,100626H,CIT,2023,2023,AUTHORITY,0,133.0,2023-06-30,2023-05-31 09:00:00
A00000795,100626H,CIT,2024,2024,DEFAULT,1,1228.0,2024-06-30,2024-05-31 09:00:00
A00000796,100626H,CIT,2025,2025,SELF,0,1531.06,2025-06-30,2025-05-31 09:00:00
A00000797,100626H,VAT,2023,2023,SELF,0,1819.83,2023-06-15,2023-05-16 09:00:00
A00000798,100626H,VAT,2024,2024,SELF,0,1798.35,2024-09-15,2024-08-16 09:00:00
A00000799,100626H,VAT,2025,2025,DEFAULT,1,1718.92,2025-06-15,2025-05-16 09:00:00
A00000800,100632M,SSC,2020,2020,SELF,0,1981.49,2020-12-15,2020-11-15 09:00:00
A00000801,100632M,SSC,2021,2021,SELF,0,1509.35,2021-06-15,2021-05-16 09:00:00
A00000802,100632M,SSC,2022,2022,SELF,0,891.3,2022-09-15,2022-08-16 09:00:00
A00000803,100632M,SSC,2023,2023,SELF,0,520.01,2023-12-15,2023-11-15 09:00:00
A00000804,100632M,SSC,2024,2024,AUTHORITY,0,8242.98,2024-03-15,2024-02-14 09:00:00
A00000805,100632M,SSC,2025,2025,SELF,0,9329.46,2025-09-15,2025-08-16 09:00:00
A00000806,100637H,CIT,2023,2023,SELF,0,27.04,2023-06-30,2023-05-31 09:00:00
A00000807,100637H,CIT,2024,2024,SELF,0,30.75,2024-06-30,2024-05-31 09:00:00
A00000808,100637H,CIT,2025,2025,SELF,0,45.15,2025-06-30,2025-05-31 09:00:00
A00000809,100637H,SSC,2021,2021,SELF,0,13.17,2021-09-15,2021-08-16 09:00:00
A00000810,100637H,SSC,2022,2022,SELF,0,18.74,2022-09-15,2022-08-16 09:00:00
A00000811,100637H,SSC,2023,2023,AUTHORITY,0,16.08,2023-09-15,2023-08-16 09:00:00
A00000812,100637H,SSC,2024,2024,AUTHORITY,0,43.69,2024-12-15,2024-11-15 09:00:00
A00000813,100637H,SSC,2025,2025,SELF,0,72.84,2025-12-15,2025-11-15 09:00:00
A00000814,100637H,CIT,2021,2021,SELF,0,15.76,2021-06-30,2021-05-31 09:00:00
A00000815,100637H,CIT,2022,2022,SELF,0,9.34,2022-06-30,2022-05-31 09:00:00
A00000816,100637H,CIT,2023,2023,SELF,0,12.02,2023-06-30,2023-05-31 09:00:00
A00000817,100637H,CIT,2024,2024,SELF,0,18.23,2024-06-30,2024-05-31 09:00:00
A00000818,100637H,CIT,2025,2025,SELF,0,21.25,2025-06-30,2025-05-31 09:00:00
A00000819,100644G,CIT,2023,2023,SELF,0,162.11,2023-06-30,2023-05-31 09:00:00
A00000820,100644G,CIT,2024,2024,SELF,0,146.42,2024-06-30,2024-05-31 09:00:00
A00000821,100644G,CIT,2025,2025,AUTHORITY,0,736.3,2025-06-30,2025-05-31 09:00:00
A00000822,100644G,CIT,2021,2021,SELF,0,168.89,2021-06-30,2021-05-31 09:00:00
A00000823,100644G,CIT,2022,2022,SELF,0,109.36,2022-06-30,2022-05-31 09:00:00
A00000824,100644G,CIT,2023,2023,SELF,0,249.67,2023-06-30,2023-05-31 09:00:00
A00000825,100644G,CIT,2024,2024,SELF,0,448.37,2024-06-30,2024-05-31 09:00:00
A00000826,100644G,CIT,2025,2025,SELF,0,737.1,2025-06-30,2025-05-31 09:00:00
A00000827,100651A,VAT,2023,2023,SELF,0,2995.17,2023-12-15,2023-11-15 09:00:00
A00000828,100651A,VAT,2024,2024,SELF,0,6184.05,2024-09-15,2024-08-16 09:00:00
A00000829,100651A,VAT,2025,2025,SELF,0,9419.27,2025-09-15,2025-08-16 09:00:00
A00000830,100651A,SSC,2020,2020,SELF,0,2099.24,2020-03-15,2020-02-14 09:00:00
A00000831,100651A,SSC,2021,2021,SELF,0,3544.77,2021-09-15,2021-08-16 09:00:00
A00000832,100651A,SSC,2022,2022,SELF,0,1480.22,2022-12-15,2022-11-15 09:00:00
A00000833,100651A,SSC,2023,2023,SELF,0,1795.57,2023-12-15,2023-11-15 09:00:00
A00000834,100651A,SSC,2024,2024,SELF,0,8518.02,2024-12-15,2024-11-15 09:00:00
A00000835,100651A,SSC,2025,2025,SELF,0,7751.71,2025-06-15,2025-05-16 09:00:00
A00000836,100660M,FSS,2021,2021,SELF,0,2.91,2021-03-15,2021-02-13 09:00:00
A00000837,100660M,FSS,2022,2022,SELF,0,5.1,2022-03-15,2022-02-13 09:00:00
A00000838,100660M,FSS,2023,2023,AUTHORITY,0,4.7,2023-03-15,2023-02-13 09:00:00
A00000839,100660M,FSS,2024,2024,SELF,0,8.76,2024-09-15,2024-08-16 09:00:00
A00000840,100660M,FSS,2025,2025,SELF,0,18.81,2025-09-15,2025-08-16 09:00:00
A00000841,100660M,SSC,2021,2021,SELF,0,3.05,2021-09-15,2021-08-16 09:00:00
A00000842,100660M,SSC,2022,2022,SELF,0,2.66,2022-12-15,2022-11-15 09:00:00
A00000843,100660M,SSC,2023,2023,SELF,0,7.58,2023-12-15,2023-11-15 09:00:00
A00000844,100660M,SSC,2024,2024,SELF,0,10.07,2024-12-15,2024-11-15 09:00:00
A00000845,100660M,SSC,2025,2025,SELF,0,7.76,2025-09-15,2025-08-16 09:00:00
A00000846,100666G,CIT,2022,2022,SELF,0,1830.46,2022-06-30,2022-05-31 09:00:00
A00000847,100666G,CIT,2023,2023,SELF,0,1672.22,2023-06-30,2023-05-31 09:00:00
A00000848,100666G,CIT,2024,2024,AUTHORITY,0,3289.62,2024-06-30,2024-05-31 09:00:00
A00000849,100666G,CIT,2025,2025,SELF,0,1511.83,2025-06-30,2025-05-31 09:00:00
A00000850,100666G,CIT,2021,2021,SELF,0,788.67,2021-06-30,2021-05-31 09:00:00
A00000851,100666G,CIT,2022,2022,SELF,0,578.68,2022-06-30,2022-05-31 09:00:00
A00000852,100666G,CIT,2023,2023,SELF,0,210.44,2023-06-30,2023-05-31 09:00:00
A00000853,100666G,CIT,2024,2024,SELF,0,2570.49,2024-06-30,2024-05-31 09:00:00
A00000854,100666G,CIT,2025,2025,AUTHORITY,0,5851.45,2025-06-30,2025-05-31 09:00:00
A00000855,100676H,CIT,2021,2021,DEFAULT,1,12.51,2021-06-30,2021-05-31 09:00:00
A00000856,100676H,CIT,2022,2022,SELF,0,5.01,2022-06-30,2022-05-31 09:00:00
A00000857,100676H,CIT,2023,2023,SELF,0,25.72,2023-06-30,2023-05-31 09:00:00
A00000858,100676H,CIT,2024,2024,AUTHORITY,0,34.27,2024-06-30,2024-05-31 09:00:00
A00000859,100676H,CIT,2025,2025,SELF,0,20.77,2025-06-30,2025-05-31 09:00:00
A00000860,100676H,VAT,2020,2020,SELF,0,3.75,2020-12-15,2020-11-15 09:00:00
A00000861,100676H,VAT,2021,2021,SELF,0,16.0,2021-09-15,2021-08-16 09:00:00
A00000862,100676H,VAT,2022,2022,SELF,0,20.87,2022-12-15,2022-11-15 09:00:00
A00000863,100676H,VAT,2023,2023,SELF,0,6.76,2023-06-15,2023-05-16 09:00:00
A00000864,100676H,VAT,2024,2024,SELF,0,31.39,2024-06-15,2024-05-16 09:00:00
A00000865,100676H,VAT,2025,2025,SELF,0,63.33,2025-03-15,2025-02-13 09:00:00
A00000866,100676H,SSC,2022,2022,DEFAULT,1,14.31,2022-06-15,2022-05-16 09:00:00
A00000867,100676H,SSC,2023,2023,SELF,0,8.7,2023-09-15,2023-08-16 09:00:00
A00000868,100676H,SSC,2024,2024,SELF,0,18.15,2024-12-15,2024-11-15 09:00:00
A00000869,100676H,SSC,2025,2025,SELF,0,20.76,2025-06-15,2025-05-16 09:00:00
A00000870,100679L,SSC,2023,2023,SELF,0,77435.38,2023-06-15,2023-05-16 09:00:00
A00000871,100679L,SSC,2024,2024,SELF,0,117955.54,2024-03-15,2024-02-14 09:00:00
A00000872,100679L,SSC,2025,2025,SELF,0,117749.08,2025-09-15,2025-08-16 09:00:00
